priority_rank,catchment_id,catchment_population,malaria_cases,scd_cases,malaria_deaths,scd_deaths,cases_cluster_005,cases_cluster_010,shared_mean_step4,exceed_prob_step4,shared_mean_step5,shared_sd_step5,exceed_prob_step5,hotspot080_step4,hotspot090_step4,hotspot080_step5,hotspot090_step5,robust005_step4,robust010_step4,robust005_step5,robust010_step5,stability_score,stability_class,prioritisation_score,final_typology_005,final_typology_010,rr_malaria_step4,rr_scd_step4,rr_malaria_step5,rr_scd_step5
142,HF3362,3052,0,0,0,0,Not significant,Not significant,-2.9116134639694344,0.20597808775658266,-2.4593834657173197,3.329776213672827,0.23007398123622824,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.19477465819133585,No strong hotspot evidence,No strong hotspot evidence,2.5697060293280544e-4,0.003917647535507612,1.1937447256711783e-4,0.009670771182406042
143,HF1600,44898,0,0,0,0,Low-High,Low-High,-4.780216770328201,0.048403683572337486,-2.396214177957635,1.9943151406212094,0.11477432459394454,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.19393674296973712,Discordant cluster area,Discordant cluster area,2.089540052005977e-7,4.915047984067326e-6,6.889840459087602e-8,5.762585081775414e-6
144,HF2916,2703,0,0,0,0,Not significant,Not significant,-2.777596456185231,0.21705606654676957,-2.5170146386570305,3.306997152662956,0.22329333301520127,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.19165204784120807,No strong hotspot evidence,No strong hotspot evidence,3.271956048492571e-4,0.005075538893196178,1.6726731099883072e-4,0.010203671412012312
145,HF1688,8949,0,0,0,0,Not significant,Low-High,-3.6268871125899427,0.1315945741544028,-1.928217591222596,2.208066975824845,0.19126056250276424,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.19059822303306856,No strong hotspot evidence,Discordant cluster area,1.2365189811226987e-5,2.3329770533259616e-4,2.0416275006131315e-6,1.718914951075204e-4
146,HF0290,7616,0,0,0,0,Not significant,Not significant,-3.4953482753394374,0.14148710596276193,-2.2755920985923823,2.6307810125044986,0.19352288661835415,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.1875922646492863,No strong hotspot evidence,No strong hotspot evidence,1.7854936986462305e-5,3.270073699641068e-4,4.184089931298504e-6,4.119228978152601e-4
147,HF2108,3020,0,0,0,0,Not significant,Not significant,-2.889766491425729,0.20745867256536488,-3.674441742442752,5.025321861012358,0.23233297249706952,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.18660282645715306,No strong hotspot evidence,No strong hotspot evidence,2.576981768975294e-4,0.003972949149113855,0.03674912171051689,1.0750230531936245
148,HF2991,4409,0,0,0,0,Not significant,Not significant,-3.1706982813262594,0.1816068304494658,-2.7953957893278436,3.4480695286024337,0.2087651699274875,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.18611276157514967,No strong hotspot evidence,No strong hotspot evidence,1.004120487463695e-4,0.0016932348220366326,6.290449280663681e-5,0.0060839180520514185
149,HF0948,10195,0,0,0,0,Not significant,Not significant,-3.6702132608847777,0.12251372194570975,-2.177881420903887,2.376444106839748,0.1797166496026913,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.18588524971737153,No strong hotspot evidence,No strong hotspot evidence,7.764826739997038e-6,1.5020770715631562e-4,1.7576031539710682e-6,1.5932631321001188e-4
150,HF1734,26861,0,0,0,0,Not significant,Low-High,-4.52829965066919,0.0697494344148416,-2.2148209284588423,2.0008507590853037,0.13416002275416894,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.1852223269953316,No strong hotspot evidence,Discordant cluster area,8.857424439276277e-7,1.8338344819477902e-5,1.9425595341783548e-7,1.5987252092270915e-5
151,HF1751,10610,0,0,0,0,Low-High,Low-High,-3.800056775875916,0.11986132667442895,-2.2030083993535663,2.3764994732895848,0.17696398946230185,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.18512439199901465,Discordant cluster area,Discordant cluster area,8.644532254560535e-6,1.6145824423621934e-4,1.623960010446447e-6,1.4781562797201004e-4
152,HF2211,7013,0,0,0,0,Not significant,Not significant,-3.5391334103083163,0.14724351183938977,-2.0854275172004217,2.274974822574029,0.17965476032090955,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.18357368646372021,No strong hotspot evidence,No strong hotspot evidence,2.9182798130702665e-5,5.068816621604025e-4,3.7382028490955505e-6,2.933454695341757e-4
153,HF2501,4903,0,0,0,0,Not significant,Not significant,-3.2093492729331894,0.17195477258515757,-2.62825230088517,3.0106775410801765,0.19133780232800413,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.1817029769596898,No strong hotspot evidence,No strong hotspot evidence,6.244804309779884e-5,0.0010547960397677208,2.2531705040469306e-5,0.0018222879105312237
154,HF2280,3782,0,0,0,0,Not significant,Not significant,-3.051563258320652,0.190679586556173,-3.850113859240662,4.947012823434196,0.21820479829839068,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.181077628127214,No strong hotspot evidence,No strong hotspot evidence,1.378626246843441e-4,0.002204984675097837,0.017048403790033976,0.5364101432783703
155,HF2528,5756,0,0,0,0,Not significant,Not significant,-3.376706388825152,0.15949897838758942,-2.444319000878149,2.7016179331478285,0.1827959635721047,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.1808615942654843,No strong hotspot evidence,No strong hotspot evidence,4.523421382509133e-5,7.557470620767534e-4,9.451299130483333e-6,7.832970220877291e-4
156,HF1595,6851,0,0,0,0,Not significant,Not significant,-3.2754834989274273,0.15160042559100173,-2.8291679658013744,3.1558040578827,0.18499376744158602,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.17982347563385967,No strong hotspot evidence,No strong hotspot evidence,1.818282398300068e-5,3.56504349775699e-4,1.3041000966189532e-5,0.0013851831251452521
157,HF0583,44464,0,0,0,0,Not significant,Not significant,-4.852099922776222,0.04876477859712902,-2.7498627765295707,1.9522969987079306,0.07948755844821798,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.17858146565818722,No strong hotspot evidence,No strong hotspot evidence,2.3711201853794808e-7,5.343688081196922e-6,6.984357574606594e-8,5.620543412378142e-6
158,HF0698,15464,0,0,0,0,Not significant,Not significant,-3.973998302218547,0.09754037521302061,-2.338850795327859,2.217424036954292,0.1457674876963908,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.177736929426453,No strong hotspot evidence,No strong hotspot evidence,2.704446832867664e-6,5.5439891129998354e-5,6.721064148528006e-7,5.7570347259667215e-5
159,HF3214,6196,0,0,0,0,Not significant,Not significant,-3.3926847235421387,0.15565433374585602,-2.9147211073711907,3.2121774891433996,0.18209837440140508,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.17756986066206962,No strong hotspot evidence,No strong hotspot evidence,3.4810816968054304e-5,6.085007339776983e-4,1.918425684659762e-5,0.0017920145561279943
160,HF0724,24745,0,0,0,0,Not significant,Not significant,-4.438048692164794,0.07330144313203824,-2.3397216378096113,1.9904339137225617,0.11990072611823022,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.17733860750401453,No strong hotspot evidence,No strong hotspot evidence,1.026266727642075e-6,2.1260054657193454e-5,2.2980797435651196e-7,1.8507292170990974e-5
161,HF2140,4459,0,0,0,0,Not significant,Not significant,-3.171319927433367,0.17863157384436013,-3.979811747596325,4.89194063256714,0.2079529511418099,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.1771678022897392,No strong hotspot evidence,No strong hotspot evidence,8.791306135120248e-5,0.001442923338715406,0.009826864281474775,0.3252243872050082
162,HF1246,4118,0,0,0,0,Not significant,Not significant,-3.0551163767606018,0.1847485882950517,-2.759575624213765,3.0420519462612776,0.18216563460720214,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.1767946852176698,No strong hotspot evidence,No strong hotspot evidence,9.23090685631178e-5,0.001530396707680426,4.1387581219070386e-5,0.0025637389323221594
163,HF0926,51320,0,0,0,0,Not significant,Not significant,-4.952442131205978,0.04365363168546177,-2.8889089804520034,1.8215954269350523,0.05637845757431592,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.17586939676756014,No strong hotspot evidence,No strong hotspot evidence,1.663291068580738e-7,3.822243902718679e-6,5.0472914402276345e-8,3.861975265338639e-6
164,HF2292,5048,0,0,0,0,Not significant,Not significant,-3.2622590546889954,0.16971329020233528,-4.078131848654706,4.8516391032088775,0.20029503807248983,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.17431440456972971,No strong hotspot evidence,No strong hotspot evidence,6.28988413722016e-5,0.0010520960222649412,0.006527188045729068,0.22407166289869906
165,HF1547,63519,0,0,0,0,Not significant,Not significant,-5.214658769306037,0.03765779853055007,-4.03882324272569,2.28569482842567,0.03861409653313852,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.17258282347795595,No strong hotspot evidence,No strong hotspot evidence,1.168144699185457e-7,2.646129883062866e-6,4.348148085469994e-8,3.696024395994776e-6
166,HF0732,5972,0,0,0,0,Not significant,Not significant,-3.3863992905212603,0.1578824971611128,-4.212134411514361,4.7986016081560745,0.19003054814435139,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.17059901905559216,No strong hotspot evidence,No strong hotspot evidence,4.017692670736149e-5,6.889953692239942e-4,0.0037789950230228495,0.1360527412612017
167,HF1322,35682,0,0,0,0,Not significant,Not significant,-4.694373451121174,0.05736359138133573,-3.062351820994167,2.2482968928942473,0.0865869099181954,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.17057318869901175,No strong hotspot evidence,No strong hotspot evidence,4.08370826881901e-7,8.961125073421153e-6,1.2619565323542178e-7,1.123773027654976e-5
168,HF3241,12615,0,0,0,0,Not significant,Not significant,-3.942953455867667,0.10917131430773108,-2.7740822137760643,2.5821685174739555,0.14133904067315517,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.17032851342483402,No strong hotspot evidence,No strong hotspot evidence,5.670993842420448e-6,1.0723068017329508e-4,1.4725952236886014e-6,1.402158428811232e-4
169,HF3145,13500,0,0,0,0,Not significant,Not significant,-3.908400119771447,0.10605051168369173,-2.8950345897797423,2.694323180853786,0.14130062486178707,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.17025179697176498,No strong hotspot evidence,No strong hotspot evidence,4.120799091134656e-6,8.284416353754601e-5,1.4443917504840673e-6,1.4810392835461488e-4
170,HF2931,72717,0,0,0,0,Not significant,Not significant,-5.517526888712236,0.036029698763604734,-5.301046590227715,2.859169915334455,0.03186593825264128,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.16952560218451945,No strong hotspot evidence,No strong hotspot evidence,1.2320806520233674e-7,2.580260078055507e-6,8.168927993761927e-8,6.488226861936857e-6
171,HF0678,45197,0,0,0,0,Not significant,Not significant,-4.837098161065935,0.0480264182145651,-3.1544299281296055,2.0237509512483896,0.05953315561764794,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.1693072798931666,No strong hotspot evidence,No strong hotspot evidence,2.1910419656307624e-7,5.0031353735412345e-6,7.056488085423327e-8,5.64148467989966e-6
172,HF0505,8760,0,0,0,0,Not significant,Not significant,-3.583807337895069,0.13234378239712763,-2.8993832574081226,2.8078512471412154,0.15089589259503922,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.16915458980866474,No strong hotspot evidence,No strong hotspot evidence,1.2080185907505235e-5,2.273789446971077e-4,4.637079092577432e-6,4.07049140310078e-4
173,HF2843,27369,0,0,0,0,Not significant,Not significant,-4.419526006944397,0.06949140773989171,-3.0374400299493822,2.398289257106215,0.10266656599843382,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.16862614412864188,No strong hotspot evidence,No strong hotspot evidence,7.064341992519521e-7,1.5787684445228643e-5,2.3773317589435324e-7,2.3093897510423078e-5
174,HF3207,26197,0,0,0,0,Not significant,Not significant,-4.506999413840752,0.07079934866663962,-2.9166328495358234,2.297053218110476,0.10209076295454456,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.16821897525220514,No strong hotspot evidence,No strong hotspot evidence,9.349874307829258e-7,1.928369014428625e-5,2.4583434709858396e-7,2.212082593577824e-5
175,HF2695,13838,0,0,0,0,Not significant,Not significant,-4.019333579672293,0.10421002918427558,-2.8806481700518116,2.589386929417553,0.13296533157924573,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.16775564423955466,No strong hotspot evidence,No strong hotspot evidence,4.602920441548815e-6,8.831433974926637e-5,1.2443307626154038e-6,1.181541800213801e-4
176,HF1207,22757,0,0,0,0,Not significant,Not significant,-4.338343990423226,0.07724118369013733,-2.768254372522105,2.224826171225958,0.1067025919943636,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.1677135709496061,No strong hotspot evidence,No strong hotspot evidence,1.1833690836670054e-6,2.4706905629636282e-5,3.137535130478065e-7,2.689722525786701e-5
177,HF3291,12078,0,0,0,0,Not significant,Not significant,-3.9290965489692002,0.11195755392802431,-3.0649793165400623,2.830138729828457,0.13940898938391388,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.16701328559218112,No strong hotspot evidence,No strong hotspot evidence,6.639486087084686e-6,1.2396338320645446e-4,2.2976545440050613e-6,2.335751762059724e-4
178,HF3118,10598,0,0,0,0,Not significant,Not significant,-3.725769182159767,0.12021940574643242,-2.8182298951969926,2.5883419324176806,0.13811736507719374,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.16699401600947936,No strong hotspot evidence,No strong hotspot evidence,7.4589260823269245e-6,1.4413496270799365e-4,2.2571508425832783e-6,1.9329029197756763e-4
179,HF2734,18187,0,0,0,0,Not significant,Not significant,-4.220861415035302,0.08982413543364576,-3.0504093993986943,2.625704900250399,0.1226687675432927,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.16696251367605192,No strong hotspot evidence,No strong hotspot evidence,2.3357204691254083e-6,4.70390146340862e-5,7.155875906519388e-7,7.271321023144612e-5
180,HF0039,30712,0,0,0,0,Low-High,Low-High,-4.57883488768384,0.06358989856000985,-3.210342736514154,2.4037115064048087,0.09084372243707528,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.16633687641052702,Discordant cluster area,Discordant cluster area,5.848858038424121e-7,1.2605352091799207e-5,1.942959498799381e-7,1.8170202809735627e-5
181,HF0859,5596,0,0,0,0,Not significant,Not significant,-3.4744145547026735,0.163280691854515,-4.205059375452033,4.56413840960971,0.17844012583465085,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.16624348392049654,No strong hotspot evidence,No strong hotspot evidence,7.666143538038655e-5,0.001223843472969789,0.0024754163135981434,0.06898075553148042
182,HF1583,52652,0,0,0,0,Not significant,Not significant,-5.06672162975064,0.04354345318435815,-3.8942664007849275,2.304235967027483,0.045509509964772765,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.16591736809245006,No strong hotspot evidence,No strong hotspot evidence,1.8140666652081121e-7,4.027839388439664e-6,6.459507998950221e-8,5.505743230210155e-6
183,HF2749,18606,0,0,0,0,Not significant,Not significant,-4.24726892873616,0.08803123133487123,-2.9852972305847874,2.507848139705086,0.11694814645713802,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.16583000415717927,No strong hotspot evidence,No strong hotspot evidence,2.207732978318488e-6,4.394037687305506e-5,6.084297485160469e-7,5.7956101450196055e-5
184,HF0376,11582,0,0,0,0,Not significant,Not significant,-3.8142042387889443,0.11417506556227064,-2.741444349817281,2.438119792522448,0.13041973333835333,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.16578265410108953,No strong hotspot evidence,No strong hotspot evidence,6.140072256323538e-6,1.1802868722835533e-4,1.588275198519974e-6,1.3120886831233272e-4
185,HF2375,7819,0,0,0,0,Not significant,Not significant,-3.587543262081492,0.1396142563823699,-4.428791117786293,4.7171370166963955,0.17389805629243038,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.165083578304554,No strong hotspot evidence,No strong hotspot evidence,1.982202020120825e-5,3.5320740595342774e-4,0.0016016669925359005,0.06195161383185208
186,HF3047,70531,0,0,0,0,Not significant,Not significant,-5.476342628902256,0.03660045946642532,-5.601586581249265,3.0005051826215228,0.030959093025964224,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.16495868489479343,No strong hotspot evidence,No strong hotspot evidence,1.2740660114354816e-7,2.6782142691854477e-6,1.2922151736490228e-7,8.400817896243064e-6
187,HF3226,31784,0,0,0,0,Not significant,Not significant,-4.634340770204157,0.06227151266650843,-3.2206801556208138,2.3289521488751816,0.0833495935600228,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.16463837342114895,No strong hotspot evidence,No strong hotspot evidence,5.653603679607353e-7,1.2075377831669357e-5,1.7348478995474046e-7,1.5647059006041126e-5
188,HF0998,41002,0,0,0,0,Not significant,Not significant,-4.846746940591054,0.05225412057982548,-3.5670237929355055,2.36523518335756,0.06576378531245852,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.16453981509205395,No strong hotspot evidence,No strong hotspot evidence,3.1570578572660463e-7,6.90744023646067e-6,1.0863959410305806e-7,9.8254693080736e-6
189,HF3137,13976,0,0,0,0,Not significant,Not significant,-3.9927125681095927,0.10329386729471679,-3.0330332581959643,2.6472198750903053,0.12595078302671536,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.16430906679052346,No strong hotspot evidence,No strong hotspot evidence,4.148089593141117e-6,8.072416895176728e-5,1.3458389588151468e-6,1.2671068924997083e-4
190,HF2475,9079,0,0,0,0,Not significant,Not significant,-3.733897172663413,0.12953753643802168,-3.3688969883231086,3.181323895690258,0.14480883844812964,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.16387015179528827,No strong hotspot evidence,No strong hotspot evidence,1.4503779366091095e-5,2.57982003237332e-4,9.15855678720105e-6,8.115646103107673e-4
191,HF3186,17676,0,0,0,0,Not significant,Not significant,-4.177858070867299,0.09033935019463113,-3.113692491549514,2.5780899005831395,0.11357139020143803,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.16283631183135056,No strong hotspot evidence,No strong hotspot evidence,2.3430082182388783e-6,4.684305554697894e-5,7.517979336967619e-7,7.164887765483034e-5
192,HF2819,52231,0,0,0,0,Not significant,Not significant,-5.104722157358721,0.04520690070916833,-4.978450880407949,3.2006731074586057,0.05992080928602306,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.16259794287195084,No strong hotspot evidence,No strong hotspot evidence,2.0643543921850947e-7,4.58476630776329e-6,2.4926165179923393e-7,2.7138982598335837e-5
193,HF3083,36153,0,0,0,0,Not significant,Not significant,-4.95408418915696,0.05979744634013784,-3.6685121217600214,2.546011229226613,0.07480843563433481,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.16243403680494903,No strong hotspot evidence,No strong hotspot evidence,6.634769277956347e-7,1.3015765987249466e-5,1.6277150857874734e-7,1.6191419139255172e-5
194,HF1722,20993,0,0,0,0,Not significant,Not significant,-4.33979398070438,0.08151407774150654,-2.8541169217788798,2.2052486670190894,0.09779158908565844,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.16231724919311555,No strong hotspot evidence,No strong hotspot evidence,1.623469011240303e-6,3.263032624238194e-5,3.753535449016124e-7,3.0674918826636376e-5
195,HF1209,19238,0,0,0,0,Not significant,Not significant,-4.2259886209327435,0.08576836798348975,-3.0750853424103903,2.462337698672546,0.10586034940821643,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.16187900029661917,No strong hotspot evidence,No strong hotspot evidence,1.8381890492506673e-6,3.736467264296601e-5,5.582199603688995e-7,5.0334679104897536e-5
196,HF3255,21068,0,0,0,0,Not significant,Not significant,-4.3505613537799075,0.0819408480459679,-3.3630726790626895,2.696325508005268,0.10614743772461832,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.16157015362704777,No strong hotspot evidence,No strong hotspot evidence,1.660220177788088e-6,3.355453050037592e-5,5.895378166210636e-7,6.117725290618748e-5
197,HF2830,30916,0,0,0,0,Not significant,Not significant,-4.653199971702347,0.06418348962130715,-3.384009621366399,2.3976016771372066,0.07906122425297268,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.16112665563463976,No strong hotspot evidence,No strong hotspot evidence,6.584483722919616e-7,1.3879448450874809e-5,1.9732284720947538e-7,1.8075112251587212e-5
198,HF3188,43122,0,0,0,0,Not significant,Not significant,-4.897473566308562,0.05042492356924466,-3.9974453560107683,2.5580007055169593,0.05905893536971418,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.16100731250689926,No strong hotspot evidence,No strong hotspot evidence,2.850407418811879e-7,6.2312275685220465e-6,1.2364908428809204e-7,1.1667004772437193e-5
199,HF3330,15918,0,0,0,0,Not significant,Not significant,-4.047874718003179,0.09666306298744165,-3.2278552390275403,2.6812163619124663,0.11431852322753866,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.1606178855638688,No strong hotspot evidence,No strong hotspot evidence,2.8086620388890827e-6,5.7372962655150885e-5,1.0681036869545392e-6,1.0330396208463841e-4
200,HF2652,49953,0,0,0,0,Not significant,Not significant,-5.030304293392684,0.04570346432681194,-5.971725052984411,4.253986506112603,0.08018994935761015,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.16026406162158363,No strong hotspot evidence,No strong hotspot evidence,2.0914274045377081e-7,4.638869768840407e-6,7.042966391183521e-6,3.919037658789188e-4
201,HF2019,28213,0,0,0,0,Not significant,Not significant,-4.558686651624731,0.06762575613989097,-3.0399759443948615,2.126342284387713,0.07640532552433943,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.16020372571180955,No strong hotspot evidence,No strong hotspot evidence,7.774725781991287e-7,1.627979439112065e-5,1.9674338957668307e-7,1.5843882723184794e-5
202,HF1475,47838,0,0,0,0,Not significant,Not significant,-4.956868748164684,0.047019612499010766,-4.839126730055784,3.1401511734491834,0.06165243411713084,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.16012852089248647,No strong hotspot evidence,No strong hotspot evidence,2.1795737504921027e-7,4.914919396784694e-6,2.680457759796861e-7,2.7352207472660635e-5
203,HF3271,16976,0,0,0,0,Not significant,Not significant,-4.176080745716257,0.09229318019407373,-3.0224898806555114,2.413502462404667,0.10522570051607072,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.15993253349362488,No strong hotspot evidence,No strong hotspot evidence,2.7203630928588226e-6,5.308207960557864e-5,7.071080458497624e-7,6.0114322827528904e-5
204,HF1533,56800,0,0,0,0,Not significant,Not significant,-5.172226108336028,0.041518996958379795,-4.507294136756832,2.396204212517868,0.029984993984984554,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.15984815682418163,No strong hotspot evidence,No strong hotspot evidence,1.642293007429538e-7,3.599404260413397e-6,6.803065328474592e-8,5.108637038320896e-6
205,HF0411,33798,0,0,0,0,Not significant,Not significant,-4.6824973222777375,0.059813410952904156,-3.430311940609229,2.3089003758300106,0.06868046867101196,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.15984260738759387,No strong hotspot evidence,No strong hotspot evidence,4.896217068195279e-7,1.0548137480811225e-5,1.5550077999640628e-7,1.3422688160581604e-5
206,HF1165,28965,0,0,0,0,Not significant,Not significant,-4.59433798087205,0.06648439300667386,-3.390622033954053,2.418901117394031,0.08049944042824086,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.15976065855730245,No strong hotspot evidence,No strong hotspot evidence,7.48866225613578e-7,1.5599222569550983e-5,2.3384293736947497e-7,2.0987352471235214e-05
207,HF0540,14995,0,0,0,0,Not significant,Not significant,-4.090626937431096,0.09926647941846312,-3.1529482474479624,2.5865820876246772,0.1114290897213932,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.15929588448514254,No strong hotspot evidence,No strong hotspot evidence,3.79779311836708e-6,7.27624415527021e-5,1.1160747481117417e-6,9.751685152048751e-5
208,HF0608,45130,0,0,0,0,Not significant,Not significant,-4.979940121467108,0.04905162085285786,-3.827671783780247,2.2560134078152547,0.044881147231626284,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.15916714892028272,No strong hotspot evidence,No strong hotspot evidence,2.765487543694984e-7,5.927894036885219e-6,8.627932813215202e-8,6.9777628200648045e-6
209,HF0537,14188,0,0,0,0,Not significant,Not significant,-4.004604980206739,0.10221042397260482,-3.0070537828543378,2.4489717814961005,0.10974521875400867,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.15902595777680675,No strong hotspot evidence,No strong hotspot evidence,3.975337205097697e-6,7.714287502346967e-5,1.085112131165741e-6,8.787574073329975e-5
210,HF0873,14170,0,0,0,0,Not significant,Not significant,-3.949983898719971,0.10239243567447454,-3.165582826513121,2.61270931911562,0.11283099251537798,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.1589237390572879,No strong hotspot evidence,No strong hotspot evidence,3.6064055329813123e-6,7.181040118855707e-5,1.3220411406466734e-6,1.125268258425765e-4
