priority_rank,catchment_id,catchment_population,malaria_cases,scd_cases,malaria_deaths,scd_deaths,cases_cluster_005,cases_cluster_010,shared_mean_step4,exceed_prob_step4,shared_mean_step5,shared_sd_step5,exceed_prob_step5,hotspot080_step4,hotspot090_step4,hotspot080_step5,hotspot090_step5,robust005_step4,robust010_step4,robust005_step5,robust010_step5,stability_score,stability_class,prioritisation_score,final_typology_005,final_typology_010,rr_malaria_step4,rr_scd_step4,rr_malaria_step5,rr_scd_step5
211,HF0919,22924,0,0,0,0,Not significant,Not significant,-4.375690575731115,0.07688398615762704,-2.9499259438430045,2.137939824257403,0.08382436306456409,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.15852646714249433,No strong hotspot evidence,No strong hotspot evidence,1.2265719629393659e-6,2.520005683949606e-5,3.0339469561101056e-07,2.370760526748016e-5
212,HF0103,17771,0,0,0,0,Not significant,Not significant,-4.119812625491933,0.09031301907808109,-3.351785361464025,2.6783340248394905,0.10538624484967007,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.15830980717486656,No strong hotspot evidence,No strong hotspot evidence,2.0808267638295246e-6,4.304615242565077e-5,8.823992973551801e-7,8.102044144318492e-5
213,HF1515,40545,0,0,0,0,Not significant,Not significant,-4.854226107509426,0.05271957492155532,-3.784915299893177,2.349662643906686,0.05360800870724147,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.1582569504772556,No strong hotspot evidence,No strong hotspot evidence,3.3252307716807114e-7,7.198851924662235e-6,1.1576663207378824e-7,9.715947832052751e-6
214,HF2057,12103,0,0,0,0,Not significant,Not significant,-3.9187986403430486,0.11215958839755347,-4.784533962722126,4.593664474366737,0.1488100423676083,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.1576855180689381,No strong hotspot evidence,No strong hotspot evidence,6.487320854911298e-6,1.2251931823898334e-4,4.1562875089494613e-4,0.017856631949245378
215,HF2983,12289,0,0,0,0,Not significant,Not significant,-3.930469820268568,0.11125486852675759,-4.797047092300187,4.589534241601734,0.14796195414333535,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.1574702793124238,No strong hotspot evidence,No strong hotspot evidence,6.242884814875047e-6,1.1813271873607969e-4,3.9686336834958544e-4,0.017108961451189196
216,HF2494,17538,0,0,0,0,Low-High,Low-High,-4.172178734931977,0.09214282564800924,-3.7075683604855403,3.036901320927644,0.11107344293949906,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.15746730835296163,Discordant cluster area,Discordant cluster area,2.481924169783446e-6,5.070888349084903e-5,1.5977711333836212e-6,1.606330805325145e-4
217,HF1340,39080,0,0,0,0,Not significant,Not significant,-4.7915088930231375,0.053966099570529114,-3.9557543081034776,2.5195427171820395,0.05820422043105211,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.15724248169151905,No strong hotspot evidence,No strong hotspot evidence,3.434566128642772e-7,7.531843220513121e-6,1.486748199384569e-7,1.3217302651135357e-5
218,HF0083,8716,0,0,0,0,Not significant,Not significant,-3.8463918121890903,0.13311721520455633,-5.3485536334421555,5.568175743268945,0.1683873233906379,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.1572302221759886,No strong hotspot evidence,No strong hotspot evidence,2.482875440145058e-5,4.0584950768201243e-4,0.061328951532648175,0.7442356049554641
219,HF2521,10825,0,0,0,0,Not significant,Not significant,-3.853388288224438,0.11824045964903596,-3.299448861513232,2.794497155908728,0.11886195126819366,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.15692874143698224,No strong hotspot evidence,No strong hotspot evidence,8.841970088791884e-6,1.6141068082669546e-4,3.314498317931572e-6,2.5644482657394393e-4
220,HF2622,33949,0,0,0,0,Not significant,Not significant,-4.7331168881891275,0.060225487571470615,-4.05452367197263,2.7885184170149935,0.07297226357092557,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.15689670453179777,No strong hotspot evidence,No strong hotspot evidence,5.307322479473872e-7,1.1251113621407814e-5,2.7177257520543437e-7,2.7578532168719918e-5
221,HF2753,22905,0,0,0,0,Not significant,Not significant,-4.3795719726282165,0.07699940026734975,-3.2821765463808625,2.379345241068075,0.0838787543289573,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.1560852009763246,No strong hotspot evidence,No strong hotspot evidence,1.240910131580331e-6,2.5478948980076364e-5,3.745917608515308e-7,3.108047128394296e-5
222,HF3264,14470,0,0,0,0,Not significant,Not significant,-4.031094372485772,0.10166265901883453,-3.706459694646251,3.0889569766724874,0.11508781882707309,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.1560172947579686,No strong hotspot evidence,No strong hotspot evidence,3.928051108558438e-6,7.673834427258559e-5,2.818404830927508e-6,2.6496665694129753e-4
223,HF2677,39320,0,0,0,0,Not significant,Not significant,-4.839198827117125,0.0543551428222373,-5.768123046903239,4.305654464026939,0.09017757653172076,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.15533333643328412,No strong hotspot evidence,No strong hotspot evidence,3.672982209331942e-7,7.949109547584741e-6,1.3638870704422544e-5,7.321742301354807e-4
224,HF1269,14944,0,0,0,0,Not significant,Not significant,-4.080768147907293,0.09999566953205485,-4.9580762158311,4.537577017897298,0.13726926439865705,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.1550217826388127,No strong hotspot evidence,No strong hotspot evidence,3.826962315930455e-6,7.421348153710234e-5,2.2053497957450573e-4,0.009921165063777916
225,HF0773,46103,0,0,0,0,Not significant,Not significant,-5.034918189505965,0.049529292297017635,-5.984522073357881,4.143813616455353,0.07434046502548275,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.15452967041223561,No strong hotspot evidence,No strong hotspot evidence,2.910519036629896e-7,6.2410799274833915e-6,7.255368706132436e-6,3.140325881476254e-4
226,HF1147,16454,0,0,0,0,Not significant,Not significant,-4.155134980731597,0.09469554856516771,-5.037680510288864,4.5126815421394415,0.1321386164419267,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.15405003734794626,No strong hotspot evidence,No strong hotspot evidence,3.0142909566837444e-6,5.914492948604206e-5,1.6571033091263197e-4,0.007605833717160502
227,HF2778,33303,0,0,0,0,Not significant,Not significant,-4.681684381531683,0.06025290670817185,-3.713775443640309,2.3780823731514062,0.059183095639574024,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.15397266203810112,No strong hotspot evidence,No strong hotspot evidence,5.131020545642278e-7,1.093644085061472e-5,1.7993565680136853e-7,1.466707002056074e-5
228,HF1092,45814,0,0,0,0,Not significant,Not significant,-4.995973126217303,0.048857119141655914,-4.662734741648682,2.7522458840932593,0.04511779186889231,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.1537492704896376,No strong hotspot evidence,No strong hotspot evidence,2.7177497609871455e-7,5.860561761720946e-6,1.7007719275977559e-7,1.3549485759022887e-5
229,HF2400,34572,0,0,0,0,Not significant,Not significant,-4.736979729271195,0.059436152894716376,-5.659148769961428,4.33430660252058,0.0958333963085527,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.15368296077593846,No strong hotspot evidence,No strong hotspot evidence,4.984150993362499e-7,1.0641022292672364e-5,1.9539845715188293e-5,0.0010276724832566128
230,HF2167,17234,0,0,0,0,Not significant,Not significant,-4.191009388994083,0.09220329037418884,-5.076065495069467,4.500856439487449,0.12970221534554316,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.15364303723849307,No strong hotspot evidence,No strong hotspot evidence,2.6885088621611187e-6,5.304799328027496e-5,1.4452810257963784e-4,0.006696554674942709
231,HF2586,27097,0,0,0,0,Not significant,Not significant,-4.757116162435495,0.0726187679468121,-4.333480326137584,3.1989486616560145,0.08776332586493785,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.15362820569720748,No strong hotspot evidence,No strong hotspot evidence,1.4842336926924204e-6,2.7725248627949754e-5,9.124326473573037e-7,9.684565411471405e-5
232,HF1063,42335,0,0,0,0,Not significant,Not significant,-4.897595000570381,0.05125037763597251,-4.44735700912978,2.6844071656902564,0.04878631689789992,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.15336986453677956,No strong hotspot evidence,No strong hotspot evidence,3.0567831795454457e-7,6.629331136642438e-6,1.735854564922646e-7,1.4202792986457964e-5
233,HF2565,33385,0,0,0,0,Not significant,Not significant,-4.7092946912025715,0.06086802528917623,-5.629624947474448,4.342194017044783,0.09740281336582846,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.15334154209677242,No strong hotspot evidence,No strong hotspot evidence,5.416497050574666e-7,1.1520876307714486e-5,2.155458833441045e-5,0.0011271754384853652
234,HF0429,24780,0,0,0,0,Not significant,Not significant,-4.463033317833955,0.07349274892012725,-3.7945002835685266,2.7220674772123945,0.08166222917383215,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.15329285553478111,No strong hotspot evidence,No strong hotspot evidence,1.0720063315971835e-6,2.2026538457349423e-5,4.944780507954409e-7,4.440312463188031e-5
235,HF0438,38773,0,0,0,0,Not significant,Not significant,-4.851097258936408,0.05471360145633153,-4.2252523575635115,2.616704836466134,0.05318539383687526,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.153218145994783,No strong hotspot evidence,No strong hotspot evidence,3.918856434412345e-7,8.317853297160004e-6,1.80915954645089e-7,1.5166650804045383e-5
236,HF0401,29137,0,0,0,0,Not significant,Not significant,-4.575191985068793,0.0663911613149083,-4.0516460739421065,2.8137011432015084,0.07493790125382571,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.15311505777968468,No strong hotspot evidence,No strong hotspot evidence,7.131449343019907e-7,1.5111364439198691e-5,4.071786206721633e-7,3.823595821925354e-5
237,HF2228,29883,0,0,0,0,Not significant,Not significant,-4.62167204459129,0.06555862540672741,-5.53615539064613,4.36752619664375,0.10247535786252593,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.1525358589404441,No strong hotspot evidence,No strong hotspot evidence,7.058384748932942e-7,1.483391376104924e-5,2.9470056942449525e-5,0.0015127706184551077
238,HF1882,22673,0,0,0,0,Not significant,Not significant,-4.4046525771857965,0.07823230926094471,-5.304461151770604,4.432797961167315,0.11572354805906249,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.1521473510814643,No strong hotspot evidence,No strong hotspot evidence,1.3739200253856236e-6,2.7995583814665528e-5,6.492150195523371e-5,0.0031726122644124125
239,HF3033,10245,0,0,0,0,Not significant,Not significant,-3.8037457197471363,0.12221324509929288,-2.968845128447959,2.2987004494436674,0.09825963769677493,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.1516071139286545,No strong hotspot evidence,No strong hotspot evidence,1.01664673798175e-5,1.8659042732928008e-4,2.0321715256152243e-6,1.2761322277701935e-4
240,HF1483,35867,0,0,0,0,Not significant,Not significant,-4.8262569902659544,0.05843929177031315,-4.574568518435114,2.985352968625982,0.06271957706990161,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.15127506969292343,No strong hotspot evidence,No strong hotspot evidence,5.129259824704627e-7,1.066569262035564e-5,4.0027995470152717e-7,3.44226922661282e-5
241,HF3339,29106,0,0,0,0,Not significant,Not significant,-4.604265168606236,0.06608569929743036,-3.5614509626728816,2.2832000829111174,0.05939759828040969,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.15125073645829065,No strong hotspot evidence,No strong hotspot evidence,7.43502316929448e-7,1.5384224702873266e-5,2.2095100781400947e-7,1.7167661941510753e-5
242,HF1249,27547,0,0,0,0,Not significant,Not significant,-4.4960580445906455,0.0684250091850549,-3.9168494639575036,2.651401364255957,0.06980094234315004,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.15082423254759258,No strong hotspot evidence,No strong hotspot evidence,7.612425328695148e-7,1.6210229942110117e-5,3.772066229307188e-7,3.1984909921801823e-5
243,HF2448,30891,0,0,0,0,Not significant,Low-High,-4.537172706032374,0.06343945121542849,-4.457202244206024,3.027537696741632,0.07048070809952134,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.1502104676725577,No strong hotspot evidence,Discordant cluster area,5.397243367628201e-7,1.1935192317655257e-5,5.824131636674251e-7,4.8475010950538076e-5
244,HF1927,16106,0,0,0,0,Low-High,Low-High,-4.069197864395279,0.09568551449961982,-4.1593818193852305,3.292667526714299,0.1032540626602727,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.15007256943128885,Discordant cluster area,Discordant cluster area,2.7718795611523393e-6,5.604005284803289e-5,4.150866912232752e-6,2.994629911065427e-4
245,HF0860,19756,0,0,0,0,Not significant,Not significant,-4.369537514374982,0.08570049362989429,-4.1930315891251215,3.1664522924722553,0.09271750470861206,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.1495437389080494,No strong hotspot evidence,No strong hotspot evidence,2.2654852054579337e-6,4.384970274310224e-5,1.972149835633904e-6,1.5974062395906688e-4
246,HF1180,21313,0,0,0,0,Not significant,Not significant,-4.358109689957483,0.08101310755357782,-4.144736769636075,3.056556475043495,0.08754717999606032,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.14954223159406543,No strong hotspot evidence,No strong hotspot evidence,1.5928286162608646e-6,3.20755678989807e-5,1.3211238983972597e-6,1.1168762160560343e-4
247,HF2578,19268,0,0,0,0,Not significant,Not significant,-4.5299453474121725,0.08938943828693202,-5.99090891144481,5.311278563013894,0.1296684402869075,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.14880387912515167,No strong hotspot evidence,No strong hotspot evidence,3.991887910960095e-6,6.942335536974108e-5,0.004222603237424806,0.06544068812293076
248,HF0354,22487,0,0,0,0,Not significant,Not significant,-4.543384261774665,0.07962351091438569,-4.21567173707944,3.0510854443465445,0.08353257268119862,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.14871126358310194,No strong hotspot evidence,No strong hotspot evidence,1.9251464337838775e-6,3.6129110056365875e-5,1.1527050407588512e-6,9.757029331578505e-5
249,HF1281,43229,0,0,0,0,Not significant,Not significant,-4.90620259361475,0.05056898446711178,-5.727657153169172,3.6541865519744996,0.058507890355551484,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.14819448972630125,No strong hotspot evidence,No strong hotspot evidence,2.881003320547491e-7,6.303410509906836e-6,2.025396189281399e-6,9.36184710357475e-5
250,HF0957,23314,0,0,0,0,Not significant,Not significant,-4.337849011885532,0.07619447822510672,-4.293972982773275,3.070326168920355,0.08097553258611978,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.14801245420405945,No strong hotspot evidence,No strong hotspot evidence,1.085242329521706e-6,2.2974814294861375e-5,1.168092137262343e-6,9.282238733968012e-5
251,HF1994,37474,0,0,0,0,Not significant,Not significant,-4.737755715212137,0.05536504288978139,-4.825174419413623,3.008149262298812,0.054353252600615964,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.1480042280433109,No strong hotspot evidence,No strong hotspot evidence,3.658109793450379e-7,8.040183739391428e-6,4.315773337399537e-7,3.0153825205664246e-5
252,HF1065,22892,0,0,0,0,Not significant,Not significant,-4.425641797758794,0.07749864981745402,-4.009852332886563,2.786312156165537,0.07505751173391495,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.147636057114943,No strong hotspot evidence,No strong hotspot evidence,1.3673043744416034e-6,2.7568577623641634e-5,7.246130336528666e-7,5.7381542019415975e-5
253,HF0446,27853,0,0,0,0,Not significant,Not significant,-4.5850185798542835,0.06837989091124663,-4.431670339633623,2.9804771308439975,0.06852066115764521,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.14687695316467725,No strong hotspot evidence,No strong hotspot evidence,8.570586036106764e-7,1.75877834674687e-5,7.052760038881584e-7,5.3672059493142194e-5
254,HF1868,20616,0,0,0,0,Low-High,Low-High,-4.3457597899194065,0.08351758328075942,-5.6966919192044,4.7106455833907726,0.11326939425841809,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.14648519105462207,Discordant cluster area,Discordant cluster area,1.8168612367012723e-6,3.6672413478463725e-5,3.6789034901708504e-4,0.007574941655283408
255,HF2937,36257,0,0,0,0,Not significant,Not significant,-4.965480621155191,0.05936125375871182,-4.7801690910160195,2.9295056567437365,0.05136794311728099,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.14615447146637217,No strong hotspot evidence,No strong hotspot evidence,6.634182163659972e-7,1.2813999933645783e-5,3.9841927833404165e-7,2.828577754657783e-5
256,HF0092,16039,0,0,0,0,Not significant,Not significant,-4.067751865227193,0.09598018503439154,-4.657185254791476,3.673249420017572,0.10242303973509614,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.1460595353673441,No strong hotspot evidence,No strong hotspot evidence,2.811183184637135e-6,5.686334814007372e-5,1.430492971897798e-5,7.07184904024711e-4
257,HF2886,24853,0,0,0,0,Not significant,Not significant,-4.452063097135017,0.07370516857723075,-4.163825313298129,2.763346662777122,0.06593028922558175,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.14513967585172768,No strong hotspot evidence,No strong hotspot evidence,1.0507783438727445e-6,2.1893318313570444e-5,6.136803656272929e-7,4.481227548003952e-5
258,HF2932,47889,0,0,0,0,Not significant,Not significant,-5.169265025590537,0.0486984824906066,-5.265684737548723,2.742463780148304,0.02742539696890478,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.1450607721934543,No strong hotspot evidence,No strong hotspot evidence,3.220822910729375e-7,6.46775285552304e-6,2.0089175381614862e-7,1.0205253440909606e-5
259,HF0316,15892,0,0,0,0,Not significant,Not significant,-4.122188076729857,0.09592331100572182,-3.779876916242839,2.703064273671579,0.08100138620697928,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.14487438411527392,No strong hotspot evidence,No strong hotspot evidence,3.1897207240918784e-6,6.18707035442468e-5,1.4424939982907604e-6,9.478251048926726e-5
260,HF0402,14744,0,0,0,0,Not significant,Not significant,-4.03211286394424,0.10032405729585014,-4.677699137284927,3.6794142778686854,0.10180808298669086,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.14448493851781452,No strong hotspot evidence,No strong hotspot evidence,3.6251229627537038e-6,7.111985000733127e-5,1.8718459808416236e-5,8.214166102981242e-4
261,HF1405,32289,0,0,0,0,Not significant,Not significant,-4.683805846291043,0.062034603246807096,-5.4159084584752515,3.633861797520797,0.06805951605660687,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.14361970833197296,No strong hotspot evidence,No strong hotspot evidence,5.844207046284686e-7,1.2339220359848814e-5,3.471723372182106e-6,1.5770950991766527e-4
262,HF3036,16320,0,0,0,0,Not significant,Not significant,-4.161845241083443,0.09512737944335248,-3.4200586543523523,2.2958894422865908,0.06815889177728351,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.1434241776020756,No strong hotspot evidence,No strong hotspot evidence,3.160009139685567e-6,6.14968790679608e-5,7.955795159205548e-7,5.06677518571553e-5
263,HF1647,35229,0,0,0,0,Not significant,Not significant,-4.8039163499469995,0.058822184931067945,-4.738432122993699,2.7914708013668657,0.04480411597207046,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.1432045893515677,No strong hotspot evidence,No strong hotspot evidence,5.223886637528606e-7,1.0835184924962793e-5,3.6240845216629763e-7,2.280804732526704e-5
264,HF1530,29079,0,0,0,0,Not significant,Not significant,-4.635470979863272,0.06660263992828896,-4.366435786209681,2.695628348363107,0.05263535181055379,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.14294083117774728,No strong hotspot evidence,No strong hotspot evidence,7.984811330874575e-7,1.6330251176673506e-5,4.295417366922293e-7,2.8741201061754704e-5
265,HF3103,17367,0,0,0,0,Not significant,Not significant,-4.233479314280239,0.09166245635147552,-3.99006268458402,2.753084940272422,0.07362606489878332,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.14212435762869816,No strong hotspot evidence,No strong hotspot evidence,2.8310363955577514e-6,5.461859948061658e-5,1.3779172975366489e-6,8.479078751297811e-5
266,HF0615,28603,0,0,0,0,Not significant,Not significant,-4.70959887758232,0.06823094017197884,-4.913211419746137,3.1747939395171243,0.06086309783551391,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.1413566453433935,No strong hotspot evidence,No strong hotspot evidence,1.0023804369826113e-6,1.9551899110524253e-5,1.2229601448116668e-6,7.044094254883535e-5
267,HF2249,12609,0,0,0,0,Not significant,Not significant,-3.9997615402308204,0.10951781197693966,-6.350492857751209,5.713663734736422,0.13318579542557962,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.1411769599685541,No strong hotspot evidence,No strong hotspot evidence,6.504105603953317e-6,1.196699478523956e-4,0.08330710538961732,0.3498240211998783
268,HF1492,28252,0,0,0,0,Not significant,Not significant,-4.63469507679305,0.06813762550660107,-4.638567292408529,2.841003963846792,0.05126382732508317,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.13968840372304547,No strong hotspot evidence,No strong hotspot evidence,8.977508211975667e-7,1.8115084193721326e-5,6.445398351907826e-7,3.7388445315339943e-5
269,HF2900,11614,0,0,0,0,Not significant,Not significant,-3.900431320996382,0.11411867738530623,-5.2603264012996895,4.101299238290097,0.0998161251665376,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.13658345751930623,No strong hotspot evidence,No strong hotspot evidence,7.310978873999026e-6,1.3540416168969068e-4,1.8450543660365247e-4,0.002795218523319248
270,HF2879,17100,0,0,0,0,Not significant,Not significant,-4.1952687151081465,0.09241796995761287,-5.5197265149978,3.9913705567820634,0.08334545361467371,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.13403150021076582,No strong hotspot evidence,No strong hotspot evidence,2.7833258565094144e-6,5.438756995401982e-5,5.6458551197305105e-5,0.001015873020350844
271,HF1524,29019,0,0,0,0,Not significant,Not significant,-4.657633466880596,0.06695629651227963,-5.497764879242923,3.270959439926562,0.046402777740017886,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.1323863636596579,No strong hotspot evidence,No strong hotspot evidence,8.439611610745753e-7,1.7056314925073274e-5,2.2211319292199337e-6,6.767209723574314e-5
272,HF2570,25853,0,0,0,0,Not significant,Not significant,-4.595228643032183,0.07322123996511043,-5.225558073349851,3.1598033496255535,0.049088088900977045,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.1323727227942006,No strong hotspot evidence,No strong hotspot evidence,1.223636090998435e-6,2.4351471886247638e-5,2.0084278179173656e-6,6.861972507787218e-5
273,HF1667,25438,0,0,0,0,Not significant,Not significant,-4.546425724290095,0.07276779951074386,-5.3680390525243045,3.2739994329192736,0.050544512570331435,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.1314477121331885,No strong hotspot evidence,No strong hotspot evidence,1.1426622871850756e-6,2.2836747864661132e-5,2.914880217054943e-6,8.830940099317277e-5
274,HF1903,5663,0,0,0,0,Not significant,Not significant,-3.5312816239707003,0.16161814317453793,-6.821082077988772,5.832394476828077,0.12109778133056237,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.12700425458697404,No strong hotspot evidence,No strong hotspot evidence,8.485943090283122e-5,0.0012948324502084013,0.4376461178022325,0.9499905494816903
275,HF1805,9776,0,0,0,0,Not significant,Not significant,-3.9238135137169277,0.12638035984759544,-6.912599285876192,5.660369035161565,0.11099991530781683,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.12663564077076897,No strong hotspot evidence,No strong hotspot evidence,1.8237104624182143e-5,3.054547744556633e-4,0.09304935013108223,0.2462082189146777
276,HF1999,16857,0,0,0,0,Not significant,Not significant,-4.20467805159726,0.09341824780995556,-3.8460938814395615,1.4398912994718813,0.0037801541858584198,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.11826073407299656,No strong hotspot evidence,No strong hotspot evidence,3.028103683252007e-6,5.8595381036946716e-5,4.2449894535129623e-7,1.3814176753446064e-5
277,HF2152,18498,0,0,0,0,Not significant,Not significant,-4.281840364899349,0.08881196918207879,-9.263569691487376,5.799049307871272,0.055085053237992065,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.09792182245488533,No strong hotspot evidence,No strong hotspot evidence,2.45164013773422e-6,4.801241232641563e-5,0.011941289808840922,0.02901998610992225
278,HF2428,12476,0,0,0,0,Not significant,Not significant,-4.004903763273371,0.11040519996831899,-6.464767807117431,1.570952719874022,1.934309023043923e-5,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.09360447703167045,No strong hotspot evidence,No strong hotspot evidence,6.95119782413083e-6,1.2709310895408398e-4,3.6254918812726076e-7,3.2063580527115693e-6
279,HF0966,39980,0,0,0,0,Not significant,Not significant,-4.861450602451018,0.05339358107825076,-16.165530018341396,2.686270871085602,8.838360043839089e-10,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.047949614488752124,No strong hotspot evidence,No strong hotspot evidence,3.546834665156184e-7,7.60003433281157e-6,1.1327660092713496e-10,1.195414149576699e-9
280,HF2027,8475,0,0,0,0,Low-High,Low-High,-3.6875608569332057,0.13371267973404088,-17.66035959236458,2.6935137842228785,2.7519653222896068e-11,0,0,0,0,0,0,0,0,0,Unstable / weak evidence,0.007558351142758485,Discordant cluster area,Discordant cluster area,1.744974164770716e-5,3.0530765595696013e-4,1.2020767650371985e-10,1.470475699283551e-9
