catchment_id,facility_name,facility_class,ownership_class,region,catchment_population,malaria_cases,scd_cases,shared_mean,shared_sd,exceed_prob_rr_gt1,rr_malaria_adj,rr_scd_adj,hotspot_080,hotspot_090,robust_hotspot_005_adj,robust_hotspot_010_adj,hotspot_class_005_adj,hotspot_class_010_adj
HF3141,Mbarara Community HOSPITAL,General hospital,PFP,ANKOLE,439,1447,424,9.544625710804423,1.5743394621523548,0.999999999330401,0.9198371384241185,24.967013438114687,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only
HF2305,Matany HOSPITAL,General hospital,PNFP,Other,2347,19599,197,8.41515836374616,1.6095826181029476,0.9999999143981736,0.43566069453593276,0.40806599691362005,1,1,0,0,Not hotspot,Not hotspot
HF1831,Kalongo Ambrosoli Memorial HOSPITAL,General hospital,PNFP,ACHOLI,8783,16436,1408,8.188799753017545,1.602772955641762,0.9999998381902071,0.026089515598372696,0.20723041774205112,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only
HF1752,Tororo General HOSPITAL,General hospital,Government,BUKEDI,8639,16907,2472,7.5973755005662325,1.5061049504699477,0.9999997725106138,0.027739346109246363,0.3758981202143592,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only
HF1769,Abim HOSPITAL,General hospital,Government,Other,3752,3938,556,7.900338303926177,1.6004303895299254,0.9999996020774703,0.03425829949596133,0.44853049295369923,1,1,0,0,Not hotspot,Not hotspot
HF1408,Atutur HOSPITAL,General hospital,Government,TESO,14010,4879,4387,7.326053067107388,1.5298601297996868,0.9999991607063753,0.0030443809648940607,0.25366994907242174,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only
HF3222,Itojo HOSPITAL,General hospital,Government,ANKOLE,11456,15823,629,7.596654448157485,1.5910372843105771,0.9999990999229582,0.01476295362845079,0.05445761796648106,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only
HF2353,Anaka HOSPITAL,General hospital,Government,ACHOLI,10906,11399,1041,7.629697449008132,1.5979798499024014,0.9999990996280486,0.011735403240459142,0.09937871001872549,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only
HF1276,Lwala HOSPITAL,General hospital,PNFP,TESO,20124,6090,864,7.053694220028163,1.4925480276588774,0.9999988547403779,0.0018415473508494337,0.02423060051795812,1,1,0,0,Not hotspot,Not hotspot
HF2206,Lira REGIONAL REF HOSPITAL,Hospital,Government,LANGO,20149,13408,3698,7.388336983844775,1.568646864659966,0.9999987614557564,0.004044155311261551,0.10338763104408237,1,1,0,0,Not hotspot,Not hotspot
HF2566,Hoima REGIONAL REF HOSPITAL,Hospital,Government,BUNYORO,18722,14128,1777,7.490893501689143,1.5967972431419701,0.9999986419563034,0.00493557863358221,0.05755442796731805,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only
HF2806,Fort Portal Regional Referral Hospital,Hospital,Government,TORO,16826,9429,1200,7.112381782519801,1.5529131569203911,0.9999976754032476,0.004078269976911174,0.04812099342077775,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only
HF0494,Masaka REGIONAL REF HOSPITAL,Hospital,Government,CENTRAL I,29288,9391,2603,6.972955260936298,1.5317085746387864,0.9999973481737132,0.0013406472799603426,0.03444580926838499,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only
HF1375,Katakwi General Hospital,General hospital,Government,TESO,16880,22896,957,7.308026094592312,1.6089992084441056,0.9999972134510006,0.009839268706877295,0.03815042413426357,1,1,0,0,Not hotspot,Not hotspot
HF0007,Kawolo HOSPITAL,General hospital,Government,CENTRAL II,9446,2628,711,6.90714422599927,1.5290134417114059,0.9999968696172667,0.003607554266883206,0.09042905891047706,1,1,0,0,Not hotspot,Not hotspot
HF2029,St. Mary's Hospital Lacor,General hospital,PNFP,ACHOLI,28907,14835,4585,7.165915778515545,1.5910885688757104,0.9999966622629947,0.0021739456282238016,0.062278095464363734,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only
HF2490,Bundibugyo Hospital,General hospital,Government,TORO,17047,13471,1315,7.0142582387381,1.5601975979176708,0.9999965337412622,0.005676273984863808,0.05137481773508059,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only
HF2099,Kaabong HOSPITAL,General hospital,Government,Other,7239,5434,387,7.137646084770914,1.5944285551710653,0.9999962082453885,0.012698231482232019,0.08393180931468092,1,1,0,0,Not hotspot,Not hotspot
HF2330,Angal St. Luke HOSPITAL,General hospital,PNFP,WEST NILE,22447,11399,1041,6.888322265216722,1.5922491924850062,0.9999924133845135,0.0027702148363688748,0.023459928201742784,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only
HF1609,Kanginima HOSPITAL,General hospital,Government,BUKEDI,12997,11399,1041,6.634903553848207,1.540300934894615,0.9999917458825301,0.008263045213232985,0.06995878565540435,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only
HF3034,Kisoro HOSPITAL,General hospital,Government,KIGEZI,23176,2628,711,6.388949554160315,1.497640966828605,0.9999900499536192,5.992734082216412e-4,0.015026382583694797,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only
HF2124,Kitgum HOSPITAL,General hospital,Government,ACHOLI,29361,15823,629,6.464767807427959,1.5709527154694418,0.9999806569107538,0.002247489872080114,0.008290148288116571,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only
HF0002,Buikwe St. Charles Lwanga HOSPITAL,General hospital,PNFP,CENTRAL II,20563,2943,720,6.240170521435839,1.5230291619330707,0.999979092035941,8.524842680559893e-4,0.019329433209628377,1,1,0,0,Not hotspot,Not hotspot
HF0715,Kiwoko HOSPITAL,General hospital,PNFP,CENTRAL II,11149,2628,711,6.333203879762849,1.5543742846018347,0.9999769373424955,0.0025896686577774036,0.06493110979266181,1,1,0,0,Not hotspot,Not hotspot
HF0506,St. Joseph Kitovu HOSPITAL,General hospital,PNFP,CENTRAL I,17879,4672,434,6.274105659814789,1.5411205904207206,0.999976607406385,0.0017898145068149915,0.015428325886431537,1,1,1,1,Robust hotspot,Robust hotspot
HF0093,Villa Maria HOSPITAL,General hospital,PNFP,CENTRAL I,10903,2290,369,6.176240398405231,1.541439083169429,0.9999692267243,0.002359462518920061,0.03525790823918261,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only
HF2594,Ibanda HOSPITAL,General hospital,PNFP,ANKOLE,9482,4306,137,6.320291632291987,1.5904976306705263,0.9999646299155117,0.00586470961060077,0.017383296298801563,1,1,0,0,Not hotspot,Not hotspot
HF0204,St. Francis Nsambya HOSPITAL,General hospital,PNFP,GREATER KAMPALA,25095,11550,601,5.700223377037303,1.4427695372492737,0.9999610694058968,0.002245739087951601,0.010832862390972975,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only
HF0304,Kayunga Hospital,General hospital,Government,CENTRAL II,45037,11399,1041,5.840457136305266,1.4795889182490138,0.9999604897051464,6.881715858731498e-4,0.005832551003875186,1,1,0,0,Not hotspot,Not hotspot
HF3109,Masindi HOSPITAL,General hospital,Government,BUNYORO,26630,4401,661,5.985483293863428,1.5187124250722666,0.9999594551461451,7.600105177068346e-4,0.010584125231416951,1,1,0,0,Not hotspot,Not hotspot
HF2278,Moyo HOSPITAL,General hospital,Government,WEST NILE,12616,1861,724,6.201171683066506,1.5741021983877561,0.9999591737743883,0.0014323845709649356,0.05163757974356328,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only
HF2067,Gulu Regional Referal Hospital,Hospital,Government,ACHOLI,42088,17764,2371,6.152704192686721,1.567877310338201,0.9999564954049402,0.0012279520892502513,0.01519251998499664,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only
HF3019,Kiryandongo HOSPITAL,General hospital,Government,BUNYORO,45503,11157,727,6.048352834416236,1.547025034452012,0.9999537882926807,6.598235112653797e-4,0.003988341516898505,1,1,0,0,Not hotspot,Not hotspot
HF1431,Kumi NGO HOSPITAL,General hospital,PNFP,TESO,3748,1817,92,6.113565030927438,1.568642532800983,0.9999513765442425,0.015840987885909378,0.07487902112165695,1,1,0,0,Not hotspot,Not hotspot
HF0975,Kapelebyong HC IV,HC IV,Government,TESO,8327,7821,192,6.142325029211957,1.5828785493166833,0.9999478742639618,0.013811128596527828,0.031456383653771014,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only
HF2801,Virika HOSPITAL,General hospital,PNFP,TORO,15455,16513,179,5.773919540087328,1.4907650109248278,0.99994627570423,0.008465023838134068,0.0085509320060545,1,1,0,0,Not hotspot,Not hotspot
HF0216,Kiruddu,Hospital,Government,GREATER KAMPALA,37804,3525,2191,5.6782047367307555,1.4824474585482035,0.9999360040233733,3.021009884661885e-4,0.01739764756924973,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only
HF3149,Ruharo Mission HOSPITAL,General hospital,PNFP,ANKOLE,5362,189,295,5.726714439678644,1.4961344997868744,0.9999353199132589,8.10508981675134e-4,0.1162595987693038,1,1,0,0,Not hotspot,Not hotspot
HF2836,Kambuga HOSPITAL,General hospital,Government,KIGEZI,13918,6342,142,6.123446020715148,1.601029248915087,0.9999345325388269,0.004008940403463016,0.0083634601730245,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only
HF2376,Aber Ngo HOSPITAL,General hospital,PNFP,LANGO,20273,1861,724,6.017660660220691,1.5874347393885777,0.9999249210668942,5.547296925778389e-4,0.01999642164206893,1,1,0,0,Not hotspot,Not hotspot
HF2222,PAG Mission HC IV,HC IV,PNFP,LANGO,47543,7492,1818,5.890097864550432,1.555614350108412,0.9999235613458372,4.0589033826332843e-4,0.009128090772323173,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only
HF1934,Apac HOSPITAL,General hospital,Government,LANGO,21637,2482,737,5.807634234378368,1.5817358919127245,0.9998795212086218,6.493821251251733e-4,0.01786912829570812,1,1,0,0,Not hotspot,Not hotspot
HF1754,St. Anthony'S Tororo HOSPITAL,General hospital,PNFP,BUKEDI,13722,1374,261,5.633561935512519,1.5503765401223484,0.9998602927229059,8.939753709641888e-4,0.015744155751164446,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only
HF2481,Buliisa Hospital,General hospital,Government,BUNYORO,12101,1665,206,5.732685120991341,1.5851642753628596,0.999850670978552,0.0013927716963818264,0.01599446882711012,1,1,0,0,Not hotspot,Not hotspot
HF1125,Busolwe HOSPITAL,General hospital,Government,BUKEDI,37541,22309,679,5.436510276721391,1.5096113224573293,0.9998416636482483,0.0019382709218158302,0.0054738962374328215,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only
HF2874,Kilembe HOSPITAL,General hospital,PNFP,TORO,10419,2844,100,5.546270203655639,1.5521902141314354,0.9998236705078667,0.0032081876766693693,0.010525096887558085,1,1,0,0,Not hotspot,Not hotspot
HF0718,Nakaseke HOSPITAL,General hospital,Government,CENTRAL II,14181,9051,173,5.455269008407729,1.5321883202613074,0.999814885084816,0.0055110120307884465,0.009812840584585663,1,1,0,0,Not hotspot,Not hotspot
HF1591,Ngora Ngo HOSPITAL,General hospital,PNFP,TESO,18565,2139,307,5.336677600254629,1.5132759995287957,0.9997895120945673,7.601484522387532e-4,0.010125840969074497,1,1,0,0,Not hotspot,Not hotspot
HF2522,Comboni HOSPITAL,General hospital,PNFP,ANKOLE,11275,2092,100,5.4818331563079195,1.556458855121094,0.9997858401786731,0.002015346760712704,0.008975954561254206,1,1,0,0,Not hotspot,Not hotspot
HF1698,Soroti REGIONAL REF HOSPITAL,Hospital,Government,TESO,44836,7489,1167,5.480015342715596,1.5622572487301924,0.9997740473077104,4.5619347675450027e-4,0.006587882533409288,1,1,0,0,Not hotspot,Not hotspot
HF1421,Kadami HOSPITAL,General hospital,PNFP,TESO,18583,3771,155,5.167701484983531,1.4894077111166575,0.9997394171942392,0.0013372343246133636,0.005134749727400701,1,1,0,0,LISA hotspot only,LISA hotspot only
HF0263,Butabika NATIONAL REFERAL HOSPITAL,Hospital,Government,GREATER KAMPALA,10779,299,373,5.19113079920057,1.499444626941341,0.9997319469614824,3.164337159749729e-4,0.036398245204959566,1,1,0,0,Not hotspot,Not hotspot
HF0118,Kololo HOSPITAL,General hospital,PFP,GREATER KAMPALA,35945,2628,711,4.86315923745896,1.4371675212976238,0.9996426147213245,2.4912307513868024e-4,0.006241988284656736,1,1,0,0,Not hotspot,Not hotspot
HF0282,Mengo HOSPITAL,General hospital,PNFP,GREATER KAMPALA,46581,1861,724,4.915050985424771,1.4530328947462885,0.9996410040589478,1.0507036386689154e-4,0.0037858643786768042,1,1,0,0,Not hotspot,Not hotspot
HF0680,St. Francis HOSPITAL Naggalama,General hospital,PNFP,GREATER KAMPALA,49954,2040,2021,4.9177116915246835,1.4605910897807246,0.999619953625159,1.0015501014785374e-4,0.009188394331766443,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only
HF1965,Arua REGIONAL REF HOSPITAL,Hospital,Government,WEST NILE,65633,7301,802,5.172091195477386,1.56410783005098,0.9995280504725221,2.0754698767920068e-4,0.0021144992656621556,1,1,0,0,Not hotspot,Not hotspot
HF0252,Kadic HOSPITAL,General hospital,PFP,GREATER KAMPALA,28974,3771,273,4.7425406838483,1.434951714380615,0.9995251478349017,5.500794687073797e-4,0.003692450164731474,1,1,0,0,Not hotspot,Not hotspot
HF2837,Bwindi Community HOSPITAL,General hospital,PNFP,KIGEZI,7996,1828,30,5.2285493457111425,1.6003721652965266,0.9994566916926723,0.003501112300939413,0.005474403653809943,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only
HF2145,Koboko Hospital,General hospital,Government,WEST NILE,44637,2628,711,5.044705592020446,1.549922908822335,0.9994326600537132,1.6155322592710446e-4,0.004051575977433568,1,1,0,0,Not hotspot,Not hotspot
HF2891,Kagando HOSPITAL,General hospital,PNFP,TORO,53557,5434,387,5.037554756779104,1.5489183028705533,0.9994276344552963,2.3198917364881683e-4,0.0015333823572079256,1,1,0,0,Not hotspot,Not hotspot
HF1785,Adjumani   HOSPITAL,General hospital,Government,WEST NILE,39520,13988,328,4.983533649864121,1.540694933963445,0.9993909362392471,0.0010966600598415767,0.0023899516956085044,1,1,0,0,Not hotspot,Not hotspot
HF2791,Kida HOSPITAL,General hospital,PNFP,TORO,8402,3771,31,4.824444994233643,1.5076248344466163,0.9993129340481619,0.006540607016694985,0.005167019370721721,1,1,0,0,Not hotspot,Not hotspot
HF1166,Iganga HOSPITAL,General hospital,Government,BUSOGA,82312,11399,1041,4.801438158913242,1.5019549570856283,0.9993051754397111,2.0601676742771198e-4,0.0017445042772078314,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only
HF1113,Dabani HOSPITAL,General hospital,PNFP,BUKEDI,54227,3938,556,4.785121285461132,1.5204856380588616,0.9991755089562521,1.6400628152093567e-4,0.0021473376434756075,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only
HF0465,Lyantonde HOSPITAL,General hospital,Government,CENTRAL I,25852,7898,65,4.9079472154586545,1.5633304062289337,0.9991535803327819,0.001446994740581638,0.0011210978110682828,1,1,0,0,Not hotspot,Not hotspot
HF3171,Holy Innocents Children's HOSPITAL,General hospital,PNFP,ANKOLE,27126,3398,101,4.823145672107548,1.5369885995479744,0.9991496180407057,5.654827409827284e-4,0.0015710922296417163,1,1,0,0,Not hotspot,Not hotspot
HF2513,Ishaka Adventist HOSPITAL,General hospital,PNFP,ANKOLE,6376,1281,16,4.7670136011715565,1.542762363590439,0.9989989508101976,0.0038582923498683736,0.004737086174292241,1,1,0,0,Not hotspot,Not hotspot
HF0022,St. Francis Nyenga HOSPITAL,General hospital,PNFP,CENTRAL II,26312,3772,199,4.440115550349678,1.4598367909919503,0.9988230459590901,6.672191004805263e-4,0.0032849355844051797,1,1,0,0,Not hotspot,Not hotspot
HF1970,Oriajini HOSPITAL,General hospital,PNFP,WEST NILE,48979,1847,556,4.698035504272959,1.5468957195116684,0.9988055627451056,9.431911533162613e-5,0.0026316107622940416,1,1,0,0,Not hotspot,Not hotspot
HF0203,Kibuli HOSPITAL,General hospital,PNFP,GREATER KAMPALA,7544,1382,17,4.310532330587694,1.4203603058756173,0.9987965880486076,0.0029731344884666245,0.0035665452304758055,1,1,0,0,Not hotspot,Not hotspot
HF0362,Bombo General Military HOSPITAL,General hospital,Government,CENTRAL II,28783,6308,148,4.608081005477177,1.5226879861505873,0.9987620875859216,9.323466918605243e-4,0.002041698397811604,1,1,0,0,Not hotspot,Not hotspot
HF1747,Rubongi Military HOSPITAL,General hospital,Government,BUKEDI,18869,4349,57,4.472489399370056,1.4818391196412448,0.9987286021346901,0.00149566256762613,0.0018560694635811632,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only
HF1032,Bugiri HOSPITAL,General hospital,Government,BUSOGA,51046,11617,551,4.476851908850676,1.4870045432514756,0.9986965590936618,5.459154102006311e-4,0.0024027015439160473,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only
HF0298,Kangulumira HC IV,HC IV,Government,CENTRAL II,25610,4109,71,4.400563162745093,1.4750378067758811,0.998574470055055,7.67098964669633e-4,0.0012331302181801784,1,1,0,1,Bayesian hotspot only,Robust hotspot
HF0550,Mityana HOSPITAL,General hospital,Government,CENTRAL II,29277,2697,226,4.360054325131891,1.479126037372486,0.9983993828501562,3.8536585616970076e-4,0.00300358589958463,1,1,0,0,Not hotspot,Not hotspot
HF1313,Kamuli Mission Hospital,General hospital,PNFP,BUSOGA,32937,2093,190,4.329546604522508,1.4735371664335188,0.9983493790056742,2.3629039615749678e-4,0.001989524476047789,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only
HF3146,Mayanja Memorial HOSPITAL,General hospital,PNFP,ANKOLE,2071,78,8,4.488995372772502,1.5309477813839438,0.9983169744193958,0.002241895945255105,0.02246042123086612,1,1,0,0,Not hotspot,Not hotspot
HF1697,Princes Diana HC IV,HC IV,Government,TESO,13885,2897,67,4.543147769146182,1.5615031267583797,0.9981897940410949,0.0018399136123926326,0.003952331268496194,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only
HF0588,Nkozi HOSPITAL,General hospital,PNFP,CENTRAL I,27583,1071,157,4.567021676971993,1.57523094025883,0.9981298438253987,1.7246865782674528e-4,0.0023477370359423484,1,1,0,0,Not hotspot,Not hotspot
HF1617,Pallisa HOSPITAL,General hospital,Government,BUKEDI,54737,810,579,4.440673358278312,1.5516859562822558,0.9978940373031532,3.3146132138790264e-5,0.002192390678267057,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only
HF0008,Lugazi Scoul HOSPITAL,General hospital,PFP,CENTRAL II,20547,8130,26,4.31078801057761,1.5071014643034955,0.9978839116622791,0.002357862535240604,7.481607222029868e-4,1,1,0,0,Not hotspot,Not hotspot
HF2512,Kiu Teaching HOSPITAL,General hospital,PNFP,ANKOLE,15960,745,43,4.39053613936247,1.551075819952864,0.99767724597905,3.5833694780105797e-4,0.0019393019793905722,1,1,0,0,Not hotspot,Not hotspot
HF3085,Kyenjojo Hospital,General hospital,Government,TORO,84598,10855,217,4.390881147360072,1.557775554729622,0.9975889716164473,1.8572037064626789e-4,3.454631872361695e-4,1,1,0,0,Not hotspot,Not hotspot
HF2028,Gulu  Military Hospital,General hospital,Government,ACHOLI,8613,1821,39,4.341690923275092,1.5455108525810068,0.9975169696709131,0.0030058361524710826,0.006053034874825344,1,1,0,0,Not hotspot,Not hotspot
HF2984,Rushere Community HOSPITAL,General hospital,PNFP,ANKOLE,4819,1527,4,4.351959004645402,1.5976387159566257,0.9967751205400573,0.008049730558402458,0.002608392965250726,1,1,0,0,Not hotspot,Not hotspot
HF0327,Kiboga HOSPITAL,General hospital,Government,CENTRAL II,25071,3771,65,4.207371256039411,1.550839946225726,0.9966657715196973,7.34638632631725e-4,0.0011896970340292028,1,1,0,0,Not hotspot,Not hotspot
HF0052,Gombe HOSPITAL,General hospital,Government,CENTRAL I,36720,2092,100,4.1550841374647405,1.5396828524663229,0.9965190613844463,1.9000809523014829e-4,8.460684341404489e-4,1,1,0,0,Not hotspot,Not hotspot
HF2009,Kuluva HOSPITAL,General hospital,PNFP,WEST NILE,44937,1801,50,3.8460938799018964,1.4398912961718886,0.9962198458710573,1.0922489813525418e-4,2.877506532924022e-4,1,1,0,0,Not hotspot,Not hotspot
HF0854,Bamu  HOSPITAL,General hospital,PFP,CENTRAL I,20865,1587,86,3.9913206679072806,1.5013761398099836,0.9960748513346174,4.464697834144432e-4,0.0022571980296889065,1,1,0,0,Not hotspot,Not hotspot
HF0777,Kalisizo HOSPITAL,General hospital,Government,CENTRAL I,33538,444,149,3.992345848406446,1.5299956042969232,0.9954647286046815,4.84379726686957e-5,0.0015060382998865792,1,1,0,0,Not hotspot,Not hotspot
HF3331,St. Karolii Lwanga Nyakibale HOSPITAL,General hospital,PNFP,KIGEZI,5154,828,4,4.160048951349219,1.61658911682086,0.9949640293535472,0.003815863803884069,0.002200404574534287,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only
HF0281,Lubaga HOSPITAL,General hospital,PNFP,GREATER KAMPALA,94308,1030,383,3.576143448211773,1.4480509255186156,0.993237271139012,1.419312954897516e-5,4.888879234420386e-4,1,1,0,0,Not hotspot,Not hotspot
HF1354,Kapchorwa HOSPITAL,General hospital,Government,BUGISU_SEBEI,26873,3324,39,3.821992173070763,1.5609420483723975,0.9928277046182256,5.635919816972078e-4,6.29103871041553e-4,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only
HF1250,Kakira Worker's HOSPITAL,General hospital,PFP,BUSOGA,38980,3224,54,3.668588738347273,1.519320114014109,0.9921242972045101,2.5981360047961207e-4,4.1069424110278647e-4,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only
HF0019,Nkokonjeru  HOSPITAL,General hospital,PNFP,CENTRAL II,17421,623,15,3.5075588294742603,1.4976735687804101,0.990409768323873,2.514625750735658e-4,6.061170344771572e-4,1,1,0,0,Not hotspot,Not hotspot
HF2927,Kagadi HOSPITAL,General hospital,Government,BUNYORO,103509,5434,387,3.4910677433269672,1.492080122688273,0.9903512113575157,6.210818429417035e-5,4.102996020884914e-4,1,1,0,0,Not hotspot,Not hotspot
HF1234,Buwenge NGO Hospital,General hospital,PNFP,BUSOGA,43021,2139,78,3.389077101720276,1.4965772960704802,0.9882299071953019,1.4152980711519043e-4,4.8287314077619803e-4,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only
HF1015,Bududa HOSPITAL,General hospital,Government,BUGISU_SEBEI,71146,1665,206,3.4819865058949415,1.5476409248832559,0.9877713106969731,4.0291917540784464e-5,4.6265660972769724e-4,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only
HF2705,Kabale REGIONAL REF HOSPITAL,Hospital,Government,KIGEZI,36682,1268,34,3.422578829544673,1.5586736031611566,0.9859478644865125,1.153981443027478e-4,2.9410360090992386e-4,1,1,0,0,Not hotspot,Not hotspot
HF2445,Yumbe Hospital,General hospital,Government,WEST NILE,107529,334,724,3.266163506502799,1.5338371811843803,0.9833896957497275,3.5526232064932423e-6,7.104430324852237e-4,1,1,0,0,Not hotspot,Not hotspot
HF0887,Kisubi HOSPITAL,General hospital,PNFP,GREATER KAMPALA,60614,444,149,3.1720359001467497,1.5357267132033796,0.9805619075493234,1.4827206028358152e-5,4.604826527653681e-4,1,1,0,0,Not hotspot,Not hotspot
HF3353,Kitagata HOSPITAL,General hospital,Government,ANKOLE,16796,2124,5,2.922741263450575,1.508790168662199,0.9736360246735805,9.217243445123229e-4,2.6580250807277725e-4,1,1,0,0,Not hotspot,Not hotspot
HF1312,Kamuli HOSPITAL,General hospital,Government,BUSOGA,38659,1382,17,2.7997611516833305,1.499573597158705,0.9690518714754381,1.1322187279407075e-4,1.357431276913521e-4,1,1,0,0,Not hotspot,Not hotspot
HF0883,Luwunga Barracks HC IV,HC IV,Other,GREATER KAMPALA,30893,2279,9,2.617983003396908,1.509189736691341,0.9586025267278736,2.9234676481038654e-4,1.2306309138028767e-4,1,1,0,0,Not hotspot,Not hotspot
HF3308,Kisiizi NGO HOSPITAL,General hospital,PNFP,KIGEZI,26761,672,9,2.452551013178797,1.5096546888083078,0.9478736908036205,1.148938374609612e-4,1.59546072826106e-4,1,1,0,0,Not hotspot,Not hotspot
HF1130,Kabasa Memorial HOSPITAL,General hospital,PNFP,BUKEDI,31671,1852,11,2.4774039342332386,1.5356134591598454,0.9466602376725871,2.2605756034059296e-4,1.4104205754064943e-4,1,1,0,0,Not hotspot,Not hotspot
HF0499,Kyannamukaaka HC IV,HC IV,Government,CENTRAL I,13401,2649,0,2.513943065094557,1.6839020182990263,0.9322718731828501,0.0018053777962830594,1.0596558838342548e-4,1,1,0,1,Bayesian hotspot only,Robust hotspot
HF2601,Ishongororo HC IV,HC IV,Government,ANKOLE,29704,4936,1,2.354632279714571,1.6425770810448836,0.9241423296434489,6.848518446771806e-4,3.4631548422993495e-5,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only
HF1532,Cure Children's Hospital,General hospital,PNFP,BUGISU_SEBEI,23806,760,5,2.0987183710270947,1.5712850137999248,0.9091714325597605,0.00016416691786011694,1.2373211796530602e-4,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only
HF0202,International Hospital Kampala (IHK),General hospital,PFP,GREATER KAMPALA,21561,23,9,1.8529157417899742,1.396556030856418,0.9077084521518622,6.338442107351349e-6,2.3728203556247916e-4,1,1,0,0,Not hotspot,Not hotspot
HF0921,Saidina Abubakar Islamic HOSPITAL,General hospital,PNFP,GREATER KAMPALA,35279,511,14,1.9548292476713096,1.47801345654297,0.9070167565140401,5.02900337932443e-5,1.3482718998253783e-4,1,1,0,0,Not hotspot,Not hotspot
HF3236,Rwashamaire HC IV,HC IV,Government,ANKOLE,24292,957,2,1.9544767869741135,1.5284154077520844,0.89950924273975,1.984404930225194e-4,5.368104360827181e-5,1,0,0,0,Bayesian hotspot only,Bayesian hotspot only
HF0262,Benedict Medical centre  HC IV,HC IV,PNFP,GREATER KAMPALA,13670,151,2,1.8896262373919868,1.4857821227948287,0.8982789261129791,9.866545386995928e-5,1.0701853470151005e-4,1,0,0,0,Bayesian hotspot only,Bayesian hotspot only
HF0560,Ssekanyonyi HC IV,HC IV,Government,CENTRAL II,10014,2444,0,1.7980018196225709,1.617273266335679,0.8668769417832294,0.002982680758880749,1.3207641164432587e-4,1,0,0,0,Not hotspot,Not hotspot
HF0253,Murchison Bay  HOSPITAL,General hospital,Government,GREATER KAMPALA,5788,74,0,1.6179465511054243,1.7016623155978168,0.8291479420191904,2.7056535702876735e-4,4.81136067487614e-4,1,0,0,0,Not hotspot,Not hotspot
